CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,FLAG_OWN_CAR_No,FLAG_OWN_CAR_Yes,FLAG_OWN_REALTY_No,FLAG_OWN_REALTY_Yes,NAME_EDUCATION_TYPE_Academic degree,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,SK_ID_CURR
0,202500.0,1078200.0,29781.0,900000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,246121
0,157500.0,755190.0,36459.0,675000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,169686
1,58500.0,188685.0,14944.5,157500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,119724
0,157500.0,454500.0,24340.5,454500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,378905
0,76500.0,418500.0,30451.5,418500.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,378579
0,112500.0,370107.0,22495.5,319500.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,196144
0,144000.0,180000.0,9000.0,180000.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,306681
0,360000.0,1125000.0,30298.5,1125000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,146638
0,126000.0,990432.0,33849.0,855000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,345737
0,121500.0,292500.0,23238.0,292500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,409810
2,135000.0,760225.5,38947.5,679500.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,383000
0,292500.0,501435.0,23373.0,414000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,103381
0,202500.0,969579.0,51655.5,837000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,189427
0,292500.0,585000.0,29250.0,585000.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,107512
2,306000.0,1024290.0,27148.5,855000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,359942
2,121500.0,900000.0,31887.0,900000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,305704
1,67500.0,621346.5,22446.0,513000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,147565
0,67500.0,284400.0,17527.5,225000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,364375
1,180000.0,528633.0,27121.5,472500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,191234
1,126000.0,251280.0,17127.0,180000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,272484
1,67500.0,180000.0,9000.0,180000.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,164342
0,157500.0,473760.0,51151.5,450000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,285488
0,85500.0,343800.0,16155.0,225000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,323931
1,67500.0,343800.0,16852.5,225000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,348543
0,203850.0,355536.0,19417.5,270000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,128159
0,112500.0,269550.0,14112.0,225000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,188341
0,157500.0,225000.0,11250.0,225000.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,401135
1,90000.0,208512.0,23710.5,180000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,235383
0,202500.0,387144.0,26001.0,342000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,208191
0,252000.0,538704.0,23728.5,481500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,212707
0,180000.0,341280.0,24961.5,270000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,281327
0,225000.0,225000.0,24232.5,225000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,230366
0,180000.0,295168.5,15201.0,238500.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,376705
0,157500.0,250213.5,20191.5,216000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,268617
0,405000.0,640080.0,29970.0,450000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,219096
2,99000.0,539590.5,26244.0,445500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,335555
3,225000.0,276277.5,21825.0,238500.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,153865
0,54000.0,284400.0,10719.0,225000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,380492
0,292500.0,450000.0,35554.5,450000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,282792
0,112500.0,693301.5,37741.5,598500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,252419
2,180000.0,1352488.5,44829.0,1107000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,234551
0,157500.0,320922.0,33826.5,283500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,343093
0,121500.0,689742.0,29223.0,616500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,318204
0,90000.0,1762110.0,46480.5,1575000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,387841
0,112500.0,135000.0,6750.0,135000.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,355790
3,81000.0,545040.0,25407.0,450000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,325376
1,135000.0,1125000.0,62950.5,1125000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,436114
0,81000.0,269550.0,13909.5,225000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,287179
1,67500.0,208854.0,22288.5,184500.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,359425
0,103500.0,1288350.0,37669.5,1125000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,325696
0,270000.0,270000.0,13500.0,270000.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,432098
0,585000.0,740704.5,34452.0,598500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,145253
0,103500.0,225000.0,12577.5,225000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,108833
0,175500.0,355500.0,9774.0,355500.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,167221
3,157500.0,521280.0,31630.5,450000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,165025
0,256500.0,1324422.0,38853.0,1156500.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,217106
0,27000.0,225000.0,8482.5,225000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,189037
0,112500.0,755190.0,41098.5,675000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,225738
0,148500.0,180000.0,16506.0,180000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,173772
0,99000.0,233208.0,18553.5,184500.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,425117
1,247500.0,835380.0,40320.0,675000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,277515
1,157500.0,339228.0,17451.0,243000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,218003
0,90000.0,283500.0,20758.5,283500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,130032
0,382500.0,781920.0,47965.5,675000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,122656
0,180000.0,398016.0,45036.0,360000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,331720
0,112500.0,315000.0,15318.0,315000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,386920
1,135000.0,808650.0,26217.0,675000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,326444
0,180000.0,790830.0,62613.0,675000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,393013
1,270000.0,855000.0,28386.0,855000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,394554
0,207000.0,450000.0,35685.0,450000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,331741
0,324000.0,518562.0,26604.0,463500.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,180817
0,270000.0,900000.0,46084.5,900000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,346107
2,173250.0,1166724.0,34245.0,913500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,301688
0,45000.0,367389.0,22329.0,279000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,443000
0,112500.0,518562.0,20695.5,463500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,317947
0,180000.0,1185282.0,34096.5,1035000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,166975
0,270000.0,740088.0,32728.5,661500.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,151461
1,67500.0,436032.0,21208.5,360000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,181065
1,157500.0,251091.0,26770.5,238500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,275975
0,157500.0,545040.0,25537.5,450000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,346665
1,157500.0,312768.0,16096.5,270000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,298602
0,180000.0,117162.0,12559.5,103500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,118108
0,202500.0,447768.0,29920.5,405000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,349758
0,103500.0,808650.0,23773.5,675000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,398133
0,292500.0,269550.0,13761.0,225000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,367928
3,60750.0,640080.0,29970.0,450000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,268313
0,315000.0,876019.5,63333.0,783000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,267695
0,153000.0,608076.0,23053.5,427500.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,171710
1,112500.0,1546020.0,50004.0,1350000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,268839
1,90000.0,98910.0,7789.5,90000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,406980
2,270000.0,1303812.0,38250.0,1138500.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,289042
0,157500.0,521280.0,28408.5,450000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,212528
2,112500.0,553806.0,26770.5,495000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,339711
0,157500.0,729567.0,31041.0,589500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,344499
0,180000.0,284400.0,13833.0,225000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,122651
0,135000.0,180000.0,9000.0,180000.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,373983
2,225000.0,509400.0,37066.5,450000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,383823
0,135000.0,450000.0,24543.0,450000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,335798
0,90000.0,225000.0,11250.0,225000.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,438562
0,157500.0,604683.0,29218.5,522000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,187835
0,148500.0,238896.0,11133.0,189000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,288325
1,135000.0,835380.0,42781.5,675000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,229525
2,180000.0,436032.0,34578.0,360000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,394870
0,270000.0,159205.5,19021.5,144000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,343074
0,130500.0,278712.0,15997.5,220500.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,380669
0,247500.0,270000.0,13500.0,270000.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,220133
0,135000.0,398016.0,41922.0,360000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,351318
0,157500.0,538704.0,21208.5,481500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,381787
0,112500.0,675000.0,19476.0,675000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,247564
0,67500.0,157500.0,7875.0,157500.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,332356
2,180000.0,343800.0,16852.5,225000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,417221
2,76500.0,135000.0,6750.0,135000.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,332035
0,450000.0,755190.0,36459.0,675000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,233073
0,202500.0,675000.0,28377.0,675000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,341925
0,166500.0,277969.5,18706.5,229500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,379738
0,225000.0,450000.0,21888.0,450000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,136228
0,292500.0,381528.0,14382.0,315000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,382558
0,112500.0,257562.0,13482.0,184500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,172458
0,225000.0,405000.0,20250.0,405000.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,162122
0,81000.0,172512.0,8428.5,144000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,345956
1,225000.0,695970.0,37885.5,553500.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,300401
1,90000.0,180000.0,9000.0,180000.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,209799
0,135000.0,824823.0,24246.0,688500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,315438
0,180000.0,328500.0,12514.5,328500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,255238
0,126000.0,647046.0,17199.0,463500.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,370433
1,157500.0,656811.0,35761.5,567000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,442307
1,180000.0,755190.0,36459.0,675000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,305802
0,90000.0,184500.0,12141.0,184500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,148262
0,67500.0,315000.0,15448.5,315000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,410695
0,112500.0,247275.0,19134.0,225000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,381443
2,225000.0,906228.0,38524.5,810000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,455470
0,90000.0,76500.0,4401.0,76500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,198464
0,90000.0,284400.0,22599.0,225000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,128260
0,135000.0,263686.5,31423.5,238500.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,283926
0,225000.0,609187.5,29434.5,544500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,187374
1,90000.0,180000.0,9000.0,180000.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,182423
0,103500.0,765522.0,24691.5,639000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,372729
0,112500.0,163008.0,17685.0,144000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,425999
0,81000.0,566055.0,18387.0,472500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,434825
0,99000.0,398016.0,26595.0,360000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,332448
0,157500.0,270000.0,13500.0,270000.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,441965
1,225000.0,942300.0,30528.0,675000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,138094
0,144000.0,450000.0,30573.0,450000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,269024
0,126000.0,518463.0,19674.0,364500.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,317439
0,180000.0,265851.0,21006.0,229500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,262787
0,225000.0,238500.0,23008.5,238500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,399607
0,148500.0,585000.0,33714.0,585000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,449584
0,99000.0,225000.0,10489.5,225000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,178488
1,157500.0,640080.0,29970.0,450000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,134303
1,135000.0,387144.0,30717.0,342000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,434867
0,157500.0,225000.0,15219.0,225000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,126228
0,49500.0,148365.0,11610.0,135000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,226758
0,247500.0,970380.0,28372.5,810000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,428694
0,135000.0,1125000.0,47794.5,1125000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,212221
1,67500.0,450000.0,24412.5,450000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,176069
1,81000.0,668304.0,31099.5,540000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,266528
0,90000.0,582228.0,18909.0,486000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,244030
0,225000.0,683023.5,45643.5,683023.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,165809
0,247500.0,91692.0,9198.0,81000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,214374
0,315000.0,886500.0,45261.0,886500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,414653
2,112500.0,888840.0,37494.0,675000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,190157
0,180000.0,167121.0,9193.5,139500.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,321624
0,135000.0,180000.0,9000.0,180000.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,157473
2,112500.0,314055.0,19107.0,238500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,403925
0,144000.0,239850.0,25830.0,225000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,161491
0,180000.0,422235.0,19696.5,364500.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,266946
0,202500.0,545040.0,25537.5,450000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,433305
2,270000.0,490495.5,50391.0,454500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,425108
0,112500.0,673875.0,19831.5,562500.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,322498
1,135000.0,225000.0,17905.5,225000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,334574
0,90000.0,276277.5,10368.0,238500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,360784
0,135000.0,553806.0,26770.5,495000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,409453
1,81000.0,364846.5,13882.5,256500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,258228
0,247500.0,808650.0,23305.5,675000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,263249
0,135000.0,337500.0,16875.0,337500.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,272988
1,112500.0,904500.0,36000.0,904500.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,307548
2,81000.0,450000.0,21888.0,450000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,231244
0,202500.0,497520.0,36184.5,450000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,435187
0,90000.0,263686.5,15268.5,238500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,159231
0,225000.0,900000.0,45954.0,900000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,163425
0,81000.0,1078200.0,31522.5,900000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,327658
1,58500.0,225000.0,15034.5,225000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,420682
