index,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_EDUCATION_TYPE,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,FLAG_OWN_CAR_No,FLAG_OWN_CAR_Yes,FLAG_OWN_REALTY_No,FLAG_OWN_REALTY_Yes,NAME_EDUCATION_TYPE_Academic degree,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special
101635,218003,1,Cash loans,N,Y,1,157500.0,339228.0,17451.0,243000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25833,130032,1,Cash loans,N,Y,0,90000.0,283500.0,20758.5,283500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
19424,122656,1,Cash loans,N,Y,0,382500.0,781920.0,47965.5,675000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
199881,331720,1,Cash loans,N,Y,0,180000.0,398016.0,45036.0,360000.0,Lower secondary,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
247957,386920,1,Cash loans,N,N,0,112500.0,315000.0,15318.0,315000.0,Lower secondary,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
195287,326444,1,Cash loans,Y,Y,1,135000.0,808650.0,26217.0,675000.0,Lower secondary,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
253219,393013,1,Cash loans,N,Y,0,180000.0,790830.0,62613.0,675000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
254547,394554,1,Cash loans,Y,Y,1,270000.0,855000.0,28386.0,855000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
199900,331741,1,Cash loans,Y,Y,0,207000.0,450000.0,35685.0,450000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
69675,180817,1,Cash loans,N,N,0,324000.0,518562.0,26604.0,463500.0,Higher education,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
212372,346107,1,Cash loans,Y,N,0,270000.0,900000.0,46084.5,900000.0,Higher education,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
174040,301688,1,Cash loans,N,Y,2,173250.0,1166724.0,34245.0,913500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
296056,443000,1,Cash loans,N,N,0,45000.0,367389.0,22329.0,279000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
188007,317947,1,Cash loans,N,Y,0,112500.0,518562.0,20695.5,463500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
57790,166975,1,Cash loans,N,Y,0,180000.0,1185282.0,34096.5,1035000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
44424,151461,1,Cash loans,N,N,0,270000.0,740088.0,32728.5,661500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
69884,181065,1,Cash loans,N,N,1,67500.0,436032.0,21208.5,360000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
151816,275975,1,Cash loans,N,Y,1,157500.0,251091.0,26770.5,238500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
212857,346665,1,Cash loans,N,Y,0,157500.0,545040.0,25537.5,450000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
171362,298602,1,Cash loans,N,Y,1,157500.0,312768.0,16096.5,270000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
15515,118108,1,Cash loans,N,Y,0,180000.0,117162.0,12559.5,103500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
215550,349758,1,Cash loans,N,Y,0,202500.0,447768.0,29920.5,405000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
257630,398133,1,Cash loans,N,Y,0,103500.0,808650.0,23773.5,675000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
231309,367928,1,Cash loans,N,Y,0,292500.0,269550.0,13761.0,225000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
145150,268313,1,Cash loans,N,Y,3,60750.0,640080.0,29970.0,450000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
144617,267695,1,Cash loans,N,Y,0,315000.0,876019.5,63333.0,783000.0,Higher education,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
61828,171710,1,Cash loans,N,N,0,153000.0,608076.0,23053.5,427500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
145611,268839,1,Cash loans,N,Y,1,112500.0,1546020.0,50004.0,1350000.0,Higher education,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
265072,406980,1,Cash loans,N,N,1,90000.0,98910.0,7789.5,90000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
163061,289042,1,Cash loans,Y,Y,2,270000.0,1303812.0,38250.0,1138500.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
96937,212528,1,Cash loans,Y,Y,0,157500.0,521280.0,28408.5,450000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
206812,339711,1,Cash loans,Y,Y,2,112500.0,553806.0,26770.5,495000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
210978,344499,1,Cash loans,N,Y,0,157500.0,729567.0,31041.0,589500.0,Higher education,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
19419,122651,1,Cash loans,N,N,0,180000.0,284400.0,13833.0,225000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
236547,373983,1,Revolving loans,Y,Y,0,135000.0,180000.0,9000.0,180000.0,Secondary / secondary special,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
245238,383823,1,Cash loans,Y,Y,2,225000.0,509400.0,37066.5,450000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
203395,335798,1,Cash loans,Y,N,0,135000.0,450000.0,24543.0,450000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
292254,438562,1,Revolving loans,N,Y,0,90000.0,225000.0,11250.0,225000.0,Secondary / secondary special,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
75748,187835,1,Cash loans,Y,Y,0,157500.0,604683.0,29218.5,522000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
162447,288325,1,Cash loans,N,Y,0,148500.0,238896.0,11133.0,189000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
111643,229525,1,Cash loans,N,Y,1,135000.0,835380.0,42781.5,675000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
